row_id,level,stage,exercise_id,subtype,type,role,field,target_path,text
172,2,2,L2-PS-1,pair_synonyms,pair_synonyms,response,pairs[2].match,public/audio/exercises/L2/L2-PS-1/response_pairs[2].match.mp3,veloz ⚡️
173,2,2,L2-PS-1,pair_synonyms,pair_synonyms,hint,hint,public/audio/exercises/L2/L2-PS-1/hint_hint.mp3,Busca parejas que compartan significado.
174,2,2,L2-PS-2,pair_synonyms,pair_synonyms,narration,pairs[0].word,public/audio/exercises/L2/L2-PS-2/narration_pairs[0].word.mp3,tranquilo 🧘
175,2,2,L2-PS-2,pair_synonyms,pair_synonyms,response,pairs[0].match,public/audio/exercises/L2/L2-PS-2/response_pairs[0].match.mp3,calmado 😌
176,2,2,L2-PS-2,pair_synonyms,pair_synonyms,narration,pairs[1].word,public/audio/exercises/L2/L2-PS-2/narration_pairs[1].word.mp3,brillante ✨
177,2,2,L2-PS-2,pair_synonyms,pair_synonyms,response,pairs[1].match,public/audio/exercises/L2/L2-PS-2/response_pairs[1].match.mp3,luminoso 🌟
178,2,2,L2-PS-2,pair_synonyms,pair_synonyms,narration,pairs[2].word,public/audio/exercises/L2/L2-PS-2/narration_pairs[2].word.mp3,fuerte 💪
179,2,2,L2-PS-2,pair_synonyms,pair_synonyms,response,pairs[2].match,public/audio/exercises/L2/L2-PS-2/response_pairs[2].match.mp3,robusto 🛡️
180,2,2,L2-PS-2,pair_synonyms,pair_synonyms,hint,hint,public/audio/exercises/L2/L2-PS-2/hint_hint.mp3,Observa cómo cada palabra describe lo mismo.
181,2,2,L2-PS-3,pair_synonyms,pair_synonyms,narration,pairs[0].word,public/audio/exercises/L2/L2-PS-3/narration_pairs[0].word.mp3,1️⃣
182,2,2,L2-PS-3,pair_synonyms,pair_synonyms,response,pairs[0].match,public/audio/exercises/L2/L2-PS-3/response_pairs[0].match.mp3,uno
183,2,2,L2-PS-3,pair_synonyms,pair_synonyms,narration,pairs[1].word,public/audio/exercises/L2/L2-PS-3/narration_pairs[1].word.mp3,2️⃣
184,2,2,L2-PS-3,pair_synonyms,pair_synonyms,response,pairs[1].match,public/audio/exercises/L2/L2-PS-3/response_pairs[1].match.mp3,dos
185,2,2,L2-PS-3,pair_synonyms,pair_synonyms,narration,pairs[2].word,public/audio/exercises/L2/L2-PS-3/narration_pairs[2].word.mp3,3️⃣
186,2,2,L2-PS-3,pair_synonyms,pair_synonyms,response,pairs[2].match,public/audio/exercises/L2/L2-PS-3/response_pairs[2].match.mp3,tres
187,2,2,L2-PS-3,pair_synonyms,pair_synonyms,narration,pairs[3].word,public/audio/exercises/L2/L2-PS-3/narration_pairs[3].word.mp3,4️⃣
188,2,2,L2-PS-3,pair_synonyms,pair_synonyms,response,pairs[3].match,public/audio/exercises/L2/L2-PS-3/response_pairs[3].match.mp3,cuatro
189,2,2,L2-PS-3,pair_synonyms,pair_synonyms,hint,hint,public/audio/exercises/L2/L2-PS-3/hint_hint.mp3,Une el número con su nombre escrito.
190,2,3,L2-PA-1,pair_antonyms,pair_antonyms,narration,pairs[0].word,public/audio/exercises/L2/L2-PA-1/narration_pairs[0].word.mp3,claro ☀️
191,2,3,L2-PA-1,pair_antonyms,pair_antonyms,response,pairs[0].match,public/audio/exercises/L2/L2-PA-1/response_pairs[0].match.mp3,oscuro 🌙
192,2,3,L2-PA-1,pair_antonyms,pair_antonyms,narration,pairs[1].word,public/audio/exercises/L2/L2-PA-1/narration_pairs[1].word.mp3,ordenado 📚
193,2,3,L2-PA-1,pair_antonyms,pair_antonyms,response,pairs[1].match,public/audio/exercises/L2/L2-PA-1/response_pairs[1].match.mp3,desordenado 🌀
194,2,3,L2-PA-1,pair_antonyms,pair_antonyms,narration,pairs[2].word,public/audio/exercises/L2/L2-PA-1/narration_pairs[2].word.mp3,fuerte 💪
195,2,3,L2-PA-1,pair_antonyms,pair_antonyms,response,pairs[2].match,public/audio/exercises/L2/L2-PA-1/response_pairs[2].match.mp3,débil 🪶
196,2,3,L2-PA-1,pair_antonyms,pair_antonyms,hint,hint,public/audio/exercises/L2/L2-PA-1/hint_hint.mp3,Une palabras que significan lo contrario.
197,2,3,L2-PA-2,pair_antonyms,pair_antonyms,narration,pairs[0].word,public/audio/exercises/L2/L2-PA-2/narration_pairs[0].word.mp3,feliz 😊
198,2,3,L2-PA-2,pair_antonyms,pair_antonyms,response,pairs[0].match,public/audio/exercises/L2/L2-PA-2/response_pairs[0].match.mp3,triste 😢
199,2,3,L2-PA-2,pair_antonyms,pair_antonyms,narration,pairs[1].word,public/audio/exercises/L2/L2-PA-2/narration_pairs[1].word.mp3,grande 🦁
200,2,3,L2-PA-2,pair_antonyms,pair_antonyms,response,pairs[1].match,public/audio/exercises/L2/L2-PA-2/response_pairs[1].match.mp3,pequeño 🐭
201,2,3,L2-PA-2,pair_antonyms,pair_antonyms,narration,pairs[2].word,public/audio/exercises/L2/L2-PA-2/narration_pairs[2].word.mp3,rápido 🏃‍♂️💨
202,2,3,L2-PA-2,pair_antonyms,pair_antonyms,response,pairs[2].match,public/audio/exercises/L2/L2-PA-2/response_pairs[2].match.mp3,lento 🐢
203,2,3,L2-PA-2,pair_antonyms,pair_antonyms,hint,hint,public/audio/exercises/L2/L2-PA-2/hint_hint.mp3,Recuerda: el opuesto crea equilibrio mágico.
204,2,4,L2-UW-1,UNSCRAMBLE_WORD,UNSCRAMBLE_WORD,response,solution,public/audio/exercises/L2/L2-UW-1/response_solution.mp3,SOPA
205,2,4,L2-UW-1,UNSCRAMBLE_WORD,UNSCRAMBLE_WORD,hint,hint,public/audio/exercises/L2/L2-UW-1/hint_hint.mp3,Comida caliente.
206,2,4,L2-UW-2,UNSCRAMBLE_WORD,UNSCRAMBLE_WORD,response,solution,public/audio/exercises/L2/L2-UW-2/response_solution.mp3,GATO
207,2,4,L2-UW-2,UNSCRAMBLE_WORD,UNSCRAMBLE_WORD,hint,hint,public/audio/exercises/L2/L2-UW-2/hint_hint.mp3,Un animal doméstico.
208,2,5,L2-CW-1,COMPLETE_WORD,COMPLETE_WORD,narration,prompt,public/audio/exercises/L2/L2-CW-1/narration_prompt.mp3,Completa la palabra: s_p_
209,2,5,L2-CW-1,COMPLETE_WORD,COMPLETE_WORD,response,solution,public/audio/exercises/L2/L2-CW-1/response_solution.mp3,sapo
210,2,5,L2-CW-1,COMPLETE_WORD,COMPLETE_WORD,hint,hint,public/audio/exercises/L2/L2-CW-1/hint_hint.mp3,Salta y vive en el agua.
211,2,5,L2-CW-2,COMPLETE_WORD,COMPLETE_WORD,narration,prompt,public/audio/exercises/L2/L2-CW-2/narration_prompt.mp3,Completa la palabra: l_n_
212,2,5,L2-CW-2,COMPLETE_WORD,COMPLETE_WORD,response,solution,public/audio/exercises/L2/L2-CW-2/response_solution.mp3,luna
213,2,5,L2-CW-2,COMPLETE_WORD,COMPLETE_WORD,hint,hint,public/audio/exercises/L2/L2-CW-2/hint_hint.mp3,Brilla de noche.
214,3,1,L3-SS-1,sentence_selection,sentence_selection,narration,prompt,public/audio/exercises/L3/L3-SS-1/narration_prompt.mp3,Elige la frase que describe mejor lo que ves en tu mente.
215,3,1,L3-SS-1,sentence_selection,sentence_selection,response,correct,public/audio/exercises/L3/L3-SS-1/response_correct.mp3,El mono lee un mapa
216,3,1,L3-SS-1,sentence_selection,sentence_selection,response,options[0],public/audio/exercises/L3/L3-SS-1/response_options[0].mp3,El mono lee un mapa
217,3,1,L3-SS-1,sentence_selection,sentence_selection,response,options[1],public/audio/exercises/L3/L3-SS-1/response_options[1].mp3,El mapa lee un mono
218,3,1,L3-SS-1,sentence_selection,sentence_selection,hint,hint,public/audio/exercises/L3/L3-SS-1/hint_hint.mp3,Busca la frase con orden lógico sujeto-verbo-objeto.
219,3,1,L3-SS-2,sentence_selection,sentence_selection,narration,prompt,public/audio/exercises/L3/L3-SS-2/narration_prompt.mp3,Escoge la frase que te suena natural.
220,3,1,L3-SS-2,sentence_selection,sentence_selection,response,correct,public/audio/exercises/L3/L3-SS-2/response_correct.mp3,La lluvia canta suave
221,3,1,L3-SS-2,sentence_selection,sentence_selection,response,options[0],public/audio/exercises/L3/L3-SS-2/response_options[0].mp3,La lluvia canta suave
222,3,1,L3-SS-2,sentence_selection,sentence_selection,response,options[1],public/audio/exercises/L3/L3-SS-2/response_options[1].mp3,Canta suave la lluvia
223,3,1,L3-SS-2,sentence_selection,sentence_selection,hint,hint,public/audio/exercises/L3/L3-SS-2/hint_hint.mp3,Piensa en cómo dirías la frase a un amigo.
224,3,1,L3-SS-3,sentence_selection,sentence_selection,narration,prompt,public/audio/exercises/L3/L3-SS-3/narration_prompt.mp3,¿Cuál frase cuenta una acción realista?
225,3,1,L3-SS-3,sentence_selection,sentence_selection,response,correct,public/audio/exercises/L3/L3-SS-3/response_correct.mp3,La niña abre la ventana
226,3,1,L3-SS-3,sentence_selection,sentence_selection,response,options[0],public/audio/exercises/L3/L3-SS-3/response_options[0].mp3,El libro abre la ventana
227,3,1,L3-SS-3,sentence_selection,sentence_selection,response,options[1],public/audio/exercises/L3/L3-SS-3/response_options[1].mp3,La niña abre la ventana
228,3,1,L3-SS-3,sentence_selection,sentence_selection,hint,hint,public/audio/exercises/L3/L3-SS-3/hint_hint.mp3,Elige la frase con personajes que pueden realizar la acción.
229,3,2,L3-AQ-1,audio_question,audio_question,narration,question,public/audio/exercises/L3/L3-AQ-1/narration_question.mp3,¿Qué animal cruza el puente?
230,3,2,L3-AQ-1,audio_question,audio_question,narration,context,public/audio/exercises/L3/L3-AQ-1/narration_context.mp3,"En el bosque mágico, un animal cruza con cuidado el puente brillante."
231,3,2,L3-AQ-1,audio_question,audio_question,response,correct,public/audio/exercises/L3/L3-AQ-1/response_correct.mp3,Un conejo
232,3,2,L3-AQ-1,audio_question,audio_question,response,options[0],public/audio/exercises/L3/L3-AQ-1/response_options[0].mp3,Un conejo
233,3,2,L3-AQ-1,audio_question,audio_question,response,options[1],public/audio/exercises/L3/L3-AQ-1/response_options[1].mp3,Un pez
234,3,2,L3-AQ-1,audio_question,audio_question,hint,hint,public/audio/exercises/L3/L3-AQ-1/hint_hint.mp3,Lee el contexto si no hay audio disponible.
235,3,2,L3-AQ-2,audio_question,audio_question,narration,question,public/audio/exercises/L3/L3-AQ-2/narration_question.mp3,¿Qué busca el mono curioso?
236,3,2,L3-AQ-2,audio_question,audio_question,narration,context,public/audio/exercises/L3/L3-AQ-2/narration_context.mp3,El mono curioso busca su mochila verde para la clase de magia.
237,3,2,L3-AQ-2,audio_question,audio_question,response,correct,public/audio/exercises/L3/L3-AQ-2/response_correct.mp3,Su mochila verde
238,3,2,L3-AQ-2,audio_question,audio_question,response,options[0],public/audio/exercises/L3/L3-AQ-2/response_options[0].mp3,Su mochila verde
239,3,2,L3-AQ-2,audio_question,audio_question,response,options[1],public/audio/exercises/L3/L3-AQ-2/response_options[1].mp3,Su sombrero rojo
240,3,2,L3-AQ-2,audio_question,audio_question,hint,hint,public/audio/exercises/L3/L3-AQ-2/hint_hint.mp3,"Si no escuchas audio, lee el texto 'context'."
241,3,2,L3-AQ-3,audio_question,audio_question,narration,question,public/audio/exercises/L3/L3-AQ-3/narration_question.mp3,¿Qué hacen los amigos al final?
242,3,2,L3-AQ-3,audio_question,audio_question,narration,context,public/audio/exercises/L3/L3-AQ-3/narration_context.mp3,"Después de la aventura, los amigos toman té de estrellas."
243,3,2,L3-AQ-3,audio_question,audio_question,response,correct,public/audio/exercises/L3/L3-AQ-3/response_correct.mp3,Toman té de estrellas
244,3,2,L3-AQ-3,audio_question,audio_question,response,options[0],public/audio/exercises/L3/L3-AQ-3/response_options[0].mp3,Toman té de estrellas
245,3,2,L3-AQ-3,audio_question,audio_question,response,options[1],public/audio/exercises/L3/L3-AQ-3/response_options[1].mp3,Duermen bajo el árbol
246,3,2,L3-AQ-3,audio_question,audio_question,hint,hint,public/audio/exercises/L3/L3-AQ-3/hint_hint.mp3,Busca pistas en la última parte del texto.
247,3,3,L3-SO-1,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,correctOrder[0],public/audio/exercises/L3/L3-SO-1/narration_correctOrder[0].mp3,sa
248,3,3,L3-SO-1,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,correctOrder[1],public/audio/exercises/L3/L3-SO-1/narration_correctOrder[1].mp3,po
249,3,3,L3-SO-1,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,syllables[0],public/audio/exercises/L3/L3-SO-1/narration_syllables[0].mp3,sa
250,3,3,L3-SO-1,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,syllables[1],public/audio/exercises/L3/L3-SO-1/narration_syllables[1].mp3,po
251,3,3,L3-SO-1,SYLLABLE_ORDER,SYLLABLE_ORDER,hint,hint,public/audio/exercises/L3/L3-SO-1/hint_hint.mp3,Animal que salta.
252,3,3,L3-SO-2,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,correctOrder[0],public/audio/exercises/L3/L3-SO-2/narration_correctOrder[0].mp3,lu
253,3,3,L3-SO-2,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,correctOrder[1],public/audio/exercises/L3/L3-SO-2/narration_correctOrder[1].mp3,na
254,3,3,L3-SO-2,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,syllables[0],public/audio/exercises/L3/L3-SO-2/narration_syllables[0].mp3,lu
255,3,3,L3-SO-2,SYLLABLE_ORDER,SYLLABLE_ORDER,narration,syllables[1],public/audio/exercises/L3/L3-SO-2/narration_syllables[1].mp3,na
256,3,3,L3-SO-2,SYLLABLE_ORDER,SYLLABLE_ORDER,hint,hint,public/audio/exercises/L3/L3-SO-2/hint_hint.mp3,Brilla en la noche.
257,4,1,L4-AW-1,audio_write,audio_write,narration,instruction,public/audio/exercises/L4/L4-AW-1/narration_instruction.mp3,Escribe la palabra que escuchas o lees:
258,4,1,L4-AW-1,audio_write,audio_write,narration,fallbackText,public/audio/exercises/L4/L4-AW-1/narration_fallbackText.mp3,Escribe: luciérnaga
259,4,1,L4-AW-1,audio_write,audio_write,response,answer,public/audio/exercises/L4/L4-AW-1/response_answer.mp3,luciérnaga
260,4,1,L4-AW-1,audio_write,audio_write,hint,hint,public/audio/exercises/L4/L4-AW-1/hint_hint.mp3,Recuerda colocar la tilde correcta.
261,4,1,L4-AW-2,audio_write,audio_write,narration,instruction,public/audio/exercises/L4/L4-AW-2/narration_instruction.mp3,Escribe la frase completa.
262,4,1,L4-AW-2,audio_write,audio_write,narration,fallbackText,public/audio/exercises/L4/L4-AW-2/narration_fallbackText.mp3,Escribe: El dragón sopla nubes de algodón.
263,4,1,L4-AW-2,audio_write,audio_write,response,answer,public/audio/exercises/L4/L4-AW-2/response_answer.mp3,El dragón sopla nubes de algodón.
264,4,1,L4-AW-2,audio_write,audio_write,hint,hint,public/audio/exercises/L4/L4-AW-2/hint_hint.mp3,Empieza con mayúscula y termina con punto.
265,4,2,L4-TW-1,text_write,text_write,narration,instruction,public/audio/exercises/L4/L4-TW-1/narration_instruction.mp3,Escribe una frase que incluya la palabra 'magia'.
266,4,2,L4-TW-1,text_write,text_write,response,answerPattern,public/audio/exercises/L4/L4-TW-1/response_answerPattern.mp3,magia
267,4,2,L4-TW-1,text_write,text_write,hint,hint,public/audio/exercises/L4/L4-TW-1/hint_hint.mp3,Asegúrate de usar la palabra mágica.
268,4,2,L4-TW-2,text_write,text_write,narration,instruction,public/audio/exercises/L4/L4-TW-2/narration_instruction.mp3,Escribe el nombre de la figura o símbolo: 🔺
269,4,2,L4-TW-2,text_write,text_write,response,answer,public/audio/exercises/L4/L4-TW-2/response_answer.mp3,triángulo
270,4,2,L4-TW-2,text_write,text_write,hint,hint,public/audio/exercises/L4/L4-TW-2/hint_hint.mp3,Piensa en la forma geométrica del símbolo.
271,4,2,L4-TW-3,text_write,text_write,narration,instruction,public/audio/exercises/L4/L4-TW-3/narration_instruction.mp3,Ordena las letras y escribe la palabra: lvase
272,4,2,L4-TW-3,text_write,text_write,response,answer,public/audio/exercises/L4/L4-TW-3/response_answer.mp3,selva
273,4,2,L4-TW-3,text_write,text_write,hint,hint,public/audio/exercises/L4/L4-TW-3/hint_hint.mp3,Piensa en un lugar lleno de árboles.
274,4,2,L4-TW-4,text_write,text_write,narration,instruction,public/audio/exercises/L4/L4-TW-4/narration_instruction.mp3,Ordena las letras y escribe la palabra: oglob
275,4,2,L4-TW-4,text_write,text_write,response,answer,public/audio/exercises/L4/L4-TW-4/response_answer.mp3,globo
276,4,2,L4-TW-4,text_write,text_write,hint,hint,public/audio/exercises/L4/L4-TW-4/hint_hint.mp3,Se infla para flotar en el aire.
277,4,2,L4-TW-5,text_write,text_write,narration,instruction,public/audio/exercises/L4/L4-TW-5/narration_instruction.mp3,Completa la palabra: L_n_s (día de la semana)
278,4,2,L4-TW-5,text_write,text_write,response,answer,public/audio/exercises/L4/L4-TW-5/response_answer.mp3,lunes
279,4,2,L4-TW-5,text_write,text_write,hint,hint,public/audio/exercises/L4/L4-TW-5/hint_hint.mp3,Empieza la semana.
280,4,3,L4-RA-1,READ_AND_ANSWER,READ_AND_ANSWER,narration,text,public/audio/exercises/L4/L4-RA-1/narration_text.mp3,El oso Simón vive en una cueva y come miel dulce.
281,4,3,L4-RA-1,READ_AND_ANSWER,READ_AND_ANSWER,response,correct,public/audio/exercises/L4/L4-RA-1/response_correct.mp3,En una cueva
282,4,3,L4-RA-1,READ_AND_ANSWER,READ_AND_ANSWER,response,options[0],public/audio/exercises/L4/L4-RA-1/response_options[0].mp3,En una cueva
283,4,3,L4-RA-1,READ_AND_ANSWER,READ_AND_ANSWER,response,options[1],public/audio/exercises/L4/L4-RA-1/response_options[1].mp3,En un árbol
284,4,3,L4-RA-1,READ_AND_ANSWER,READ_AND_ANSWER,hint,hint,public/audio/exercises/L4/L4-RA-1/hint_hint.mp3,Busca dónde vive.
285,4,3,L4-RA-2,READ_AND_ANSWER,READ_AND_ANSWER,narration,text,public/audio/exercises/L4/L4-RA-2/narration_text.mp3,La vaca Lola camina al río para beber agua fresca.
286,4,3,L4-RA-2,READ_AND_ANSWER,READ_AND_ANSWER,response,correct,public/audio/exercises/L4/L4-RA-2/response_correct.mp3,Beber agua
287,4,3,L4-RA-2,READ_AND_ANSWER,READ_AND_ANSWER,response,options[0],public/audio/exercises/L4/L4-RA-2/response_options[0].mp3,Beber agua
288,4,3,L4-RA-2,READ_AND_ANSWER,READ_AND_ANSWER,response,options[1],public/audio/exercises/L4/L4-RA-2/response_options[1].mp3,Dormir en la casa
289,4,3,L4-RA-2,READ_AND_ANSWER,READ_AND_ANSWER,hint,hint,public/audio/exercises/L4/L4-RA-2/hint_hint.mp3,¿Qué hace en el río?
290,5,1,L5-TC-1,tense_classify,tense_classify,narration,sentence,public/audio/exercises/L5/L5-TC-1/narration_sentence.mp3,Ayer dibujé una estrella brillante.
291,5,1,L5-TC-1,tense_classify,tense_classify,response,correct,public/audio/exercises/L5/L5-TC-1/response_correct.mp3,Pasado
292,5,1,L5-TC-1,tense_classify,tense_classify,response,options[0],public/audio/exercises/L5/L5-TC-1/response_options[0].mp3,Pasado
293,5,1,L5-TC-1,tense_classify,tense_classify,response,options[1],public/audio/exercises/L5/L5-TC-1/response_options[1].mp3,Presente
294,5,1,L5-TC-1,tense_classify,tense_classify,hint,hint,public/audio/exercises/L5/L5-TC-1/hint_hint.mp3,Observa la palabra 'ayer'.
295,5,1,L5-TC-2,tense_classify,tense_classify,narration,sentence,public/audio/exercises/L5/L5-TC-2/narration_sentence.mp3,Hoy comparto mi cuaderno mágico.
296,5,1,L5-TC-2,tense_classify,tense_classify,response,correct,public/audio/exercises/L5/L5-TC-2/response_correct.mp3,Presente
297,5,1,L5-TC-2,tense_classify,tense_classify,response,options[0],public/audio/exercises/L5/L5-TC-2/response_options[0].mp3,Presente
298,5,1,L5-TC-2,tense_classify,tense_classify,response,options[1],public/audio/exercises/L5/L5-TC-2/response_options[1].mp3,Pasado
299,5,1,L5-TC-2,tense_classify,tense_classify,hint,hint,public/audio/exercises/L5/L5-TC-2/hint_hint.mp3,La acción ocurre en este momento.
300,5,1,L5-TC-3,tense_classify,tense_classify,narration,sentence,public/audio/exercises/L5/L5-TC-3/narration_sentence.mp3,Mañana estudiaré los hechizos nuevos.
301,5,1,L5-TC-3,tense_classify,tense_classify,response,correct,public/audio/exercises/L5/L5-TC-3/response_correct.mp3,Futuro
302,5,1,L5-TC-3,tense_classify,tense_classify,response,options[0],public/audio/exercises/L5/L5-TC-3/response_options[0].mp3,Futuro
303,5,1,L5-TC-3,tense_classify,tense_classify,response,options[1],public/audio/exercises/L5/L5-TC-3/response_options[1].mp3,Pasado
304,5,1,L5-TC-3,tense_classify,tense_classify,hint,hint,public/audio/exercises/L5/L5-TC-3/hint_hint.mp3,"Si dice 'mañana', piensa en el futuro."
305,5,2,L5-SP-1,singular_plural,singular_plural,narration,pairs[0].singular,public/audio/exercises/L5/L5-SP-1/narration_pairs[0].singular.mp3,luz 🔆
306,5,2,L5-SP-1,singular_plural,singular_plural,response,pairs[0].plural,public/audio/exercises/L5/L5-SP-1/response_pairs[0].plural.mp3,luces 🔅
307,5,2,L5-SP-1,singular_plural,singular_plural,narration,pairs[1].singular,public/audio/exercises/L5/L5-SP-1/narration_pairs[1].singular.mp3,hada 🧚
308,5,2,L5-SP-1,singular_plural,singular_plural,response,pairs[1].plural,public/audio/exercises/L5/L5-SP-1/response_pairs[1].plural.mp3,hadas 🧚‍♀️
309,5,2,L5-SP-1,singular_plural,singular_plural,narration,pairs[2].singular,public/audio/exercises/L5/L5-SP-1/narration_pairs[2].singular.mp3,canción 🎵
310,5,2,L5-SP-1,singular_plural,singular_plural,response,pairs[2].plural,public/audio/exercises/L5/L5-SP-1/response_pairs[2].plural.mp3,canciones 🎶
311,5,2,L5-SP-1,singular_plural,singular_plural,narration,pairs[3].singular,public/audio/exercises/L5/L5-SP-1/narration_pairs[3].singular.mp3,árbol 🌳
312,5,2,L5-SP-1,singular_plural,singular_plural,response,pairs[3].plural,public/audio/exercises/L5/L5-SP-1/response_pairs[3].plural.mp3,árboles 🌲
313,5,2,L5-SP-1,singular_plural,singular_plural,narration,pairs[4].singular,public/audio/exercises/L5/L5-SP-1/narration_pairs[4].singular.mp3,pez 🐟
314,5,2,L5-SP-1,singular_plural,singular_plural,response,pairs[4].plural,public/audio/exercises/L5/L5-SP-1/response_pairs[4].plural.mp3,peces 🐠
315,5,2,L5-SP-1,singular_plural,singular_plural,hint,hint,public/audio/exercises/L5/L5-SP-1/hint_hint.mp3,Observa cómo cambian las terminaciones al plural.
316,5,3,L5-AG-1,accent_game,accent_game,narration,syllables[0],public/audio/exercises/L5/L5-AG-1/narration_syllables[0].mp3,me
317,5,3,L5-AG-1,accent_game,accent_game,narration,syllables[1],public/audio/exercises/L5/L5-AG-1/narration_syllables[1].mp3,lo
318,5,3,L5-AG-1,accent_game,accent_game,narration,syllables[2],public/audio/exercises/L5/L5-AG-1/narration_syllables[2].mp3,di
319,5,3,L5-AG-1,accent_game,accent_game,hint,hint,public/audio/exercises/L5/L5-AG-1/hint_hint.mp3,Recuerda: melodía lleva tilde en la sílaba fuerte.
320,5,3,L5-AG-2,accent_game,accent_game,narration,syllables[0],public/audio/exercises/L5/L5-AG-2/narration_syllables[0].mp3,fan
321,5,3,L5-AG-2,accent_game,accent_game,narration,syllables[1],public/audio/exercises/L5/L5-AG-2/narration_syllables[1].mp3,ta
322,5,3,L5-AG-2,accent_game,accent_game,narration,syllables[2],public/audio/exercises/L5/L5-AG-2/narration_syllables[2].mp3,si
323,5,3,L5-AG-2,accent_game,accent_game,hint,hint,public/audio/exercises/L5/L5-AG-2/hint_hint.mp3,Imagina dónde suena más fuerte la palabra.
324,5,4,L5-PG-1,punctuation_game,punctuation_game,narration,sentence,public/audio/exercises/L5/L5-PG-1/narration_sentence.mp3,Que sorpresa verte aqui
325,5,4,L5-PG-1,punctuation_game,punctuation_game,hint,hint,public/audio/exercises/L5/L5-PG-1/hint_hint.mp3,La frase expresa sorpresa.
326,5,4,L5-PG-2,punctuation_game,punctuation_game,narration,sentence,public/audio/exercises/L5/L5-PG-2/narration_sentence.mp3,Como te llamas
327,5,4,L5-PG-2,punctuation_game,punctuation_game,hint,hint,public/audio/exercises/L5/L5-PG-2/hint_hint.mp3,"Es una pregunta, necesita signos interrogativos."
328,5,4,L5-PG-3,punctuation_game,punctuation_game,narration,sentence,public/audio/exercises/L5/L5-PG-3/narration_sentence.mp3,Gracias por ayudarme
329,5,4,L5-PG-3,punctuation_game,punctuation_game,hint,hint,public/audio/exercises/L5/L5-PG-3/hint_hint.mp3,Una afirmación termina con punto.
330,5,5,L5-FE-1,final_exam,final_exam,narration,question,public/audio/exercises/L5/L5-FE-1/narration_question.mp3,"¿Qué tiempo verbal usa la frase: ""Mañana cantaré con el coro""?"
331,5,5,L5-FE-1,final_exam,final_exam,response,correct,public/audio/exercises/L5/L5-FE-1/response_correct.mp3,Futuro
332,5,5,L5-FE-1,final_exam,final_exam,response,options[0],public/audio/exercises/L5/L5-FE-1/response_options[0].mp3,Pasado
333,5,5,L5-FE-1,final_exam,final_exam,response,options[1],public/audio/exercises/L5/L5-FE-1/response_options[1].mp3,Presente
334,5,5,L5-FE-1,final_exam,final_exam,response,options[2],public/audio/exercises/L5/L5-FE-1/response_options[2].mp3,Futuro
335,5,5,L5-FE-1,final_exam,final_exam,hint,hint,public/audio/exercises/L5/L5-FE-1/hint_hint.mp3,Busca palabras que indiquen futuro.
336,5,5,L5-FE-2,final_exam,final_exam,narration,question,public/audio/exercises/L5/L5-FE-2/narration_question.mp3,"Elige el signo que completa la frase: ""¿Vienes a la clase de magia"""
337,5,5,L5-FE-2,final_exam,final_exam,hint,hint,public/audio/exercises/L5/L5-FE-2/hint_hint.mp3,Coloca el signo inicial correcto para una pregunta.
338,5,5,L5-FE-3,final_exam,final_exam,narration,question,public/audio/exercises/L5/L5-FE-3/narration_question.mp3,¿Dónde colocarías la tilde en la palabra 'musica'?
339,5,5,L5-FE-3,final_exam,final_exam,response,correct,public/audio/exercises/L5/L5-FE-3/response_correct.mp3,música
340,5,5,L5-FE-3,final_exam,final_exam,response,options[0],public/audio/exercises/L5/L5-FE-3/response_options[0].mp3,música
341,5,5,L5-FE-3,final_exam,final_exam,response,options[1],public/audio/exercises/L5/L5-FE-3/response_options[1].mp3,musíca
342,5,5,L5-FE-3,final_exam,final_exam,response,options[2],public/audio/exercises/L5/L5-FE-3/response_options[2].mp3,mùsica
343,5,5,L5-FE-3,final_exam,final_exam,hint,hint,public/audio/exercises/L5/L5-FE-3/hint_hint.mp3,Piensa en cómo suena la sílaba fuerte.
